Customer ID 	 Full Name	E-mail	Phone Number	Country 	City	Join Date	Last Purchase	Age 	Spend (USD)	Subscribed?	Segment	Source File	Notes	
CUST-1154	ISLA TAYLOR	isla_taylor@example.org	+44 7956 544209	United Kingdom	Manchester	2024-13-05	 Sep 21, 2025 	55	$6,786.86	Yes	 RETAIL 	web_form.xlsx	 requested invoice 	
CUST-1155	Daniel Roberts	danielroberts23@outlook.com	+1-372-805-1292	CAN	toronto	2024-13-05	2024-13-05	59	1496.6	Active	retail	legacy_contacts.csv		
CUST-1156	James Adams	JAMES.ADAMS@EXAMPLE.ORG	08569-454414	Gb	Edinburgh	18/11/2025	N/A	21	$2,465.40	no	Retail	crm_export_a.csv	requested invoice	
CUST-1157	John Hall	john.hall@example.org	03911192692	UK	Manchester	11/04/2024	06/20/2025	43	(1876.75)	Yes	consumer	legacy_contacts.csv	prefers email	
CUST-1158	Mary Roberts	mroberts@company.co.uk	+61 6 3917 4101	AUS	BRISBANE	2021-12-31	13-Aug-2022	25	4187.26	no	SMB	march_upload.csv	VIP prospect	
cust 1159	Ms Mia Adams	miaadams69@example.org	04601 585174	U.K.	Manchester	2024-01-12	05/06/2024	21	3276.84	Y	enterprise	crm_export_a.csv	CALLED TWICE	
CUST-1160	Chloe King	CHLOEKING5@GMAIL.COM	 00613878293 	United Kingdom	Sheffield	not sure	 19/06/2022 	55	5474.31	Yes	premium	march_upload.csv		
CUST-1161	william taylor	william_taylor@outlook.com	982.530.9251	canada 	Toronto	22-Aug-2021	31/02/2024	59	6796	1	enterprise	crm_export_a.csv	missing postcode	
CUST-1162	Peter Smith	psmith@yahoo.com	08763-290927	U.K.	Manchester	Dec 18, 2024	2025-11-16	58	7540.47	yes	enterprise	legacy_contacts.csv		
CUST-1163	Grace Evans	GRACE.EVANS@YAHOO.COM	05436459701	United Kingdom	Leeds	2021-08-19	30-Sep-2022	30	5,829	Inactive	smb	crm_export_b.csv	VIP prospect	
CUST-1164	CHRIS THOMAS	cthomas@company.co.uk	+44 7265 273543	uk	SHEFFIELD	17-Nov-2025	27/02/2026	twenty nine	7578.23	Y	Small Business	march_upload.csv	prefers email	
CUST-1165	Laura Taylor	laurataylor32@yahoo.com	03929060078	Gb	Edinburgh	29-Sep-2023	2024-12-13		5034.56	N	retail	web_form.xlsx	missing postcode	
CUST-1166	Liam Taylor	ltaylor@company.co.uk	+44 6257 016580	 united kingdom 	Liverpool	28/11/2021	2022-11-23	50	7294.47	no	 RETAIL 	crm_export_a.csv	  	
CUST-1167	Olivia Turner	oturner@yahoo.com	(793)355-4864	 united states 	Denver	21-Jan-2023	Apr 20, 2023	62	4756.34	Active	Enterprise	crm_export_b.csv	follow up in Q2	
CUST-1168	Robert Taylor		08275670431	Gb	 Birmingham 	Aug 14, 2022	12/17/2023	25	942.96	yes	Small business	legacy_contacts.csv		
CUST-1169	Ms Michael Johnson	mjohnson@outlook.com	+44 2842 222310	 united kingdom 	Liverpool	04/10/2022	13/12/2022	44	$8,251.59	FALSE	Retail	crm_export_a.csv	requested invoice	
CUST-1170	Mia Wilson	mwilson@outlook.com	+61 7 5170 2814	Australia	 Brisbane 	Nov 16, 2021	Nov 18, 2021	55	8292.97	Y	Enterprise	crm_export_a.csv		
CUST-1171	Robert Taylor	robert_taylor@company.co.uk	+61 5 0455 4781	AUS	perth	03-Feb-2022	12-Oct-2022	41	N/A	Y	 RETAIL 	legacy_contacts.csv	requested invoice	
CUST-1172	noah walker	nwalker @example.org	446487049478	U.K.	Cardiff	29-Mar-2025	10/07/2025	26	71.16	Y	Retail	crm_export_a.csv	VIP prospect	
CUST-1173	Mia Taylor	mia.taylor@outlook.com	+1 290 257 2520	US	denver	Apr 05, 2024	2024-12-07	57	3,715	Yes	Small Business	march_upload.csv	called twice	
CUST-1174	Chris Johnson	chris_johnson@outlook.com	02132-833898	United Kingdom	Bristol	2021-07-16	15/04/2022	58	2998.58	TRUE	retail	legacy_contacts.csv	duplicate from legacy file	
CUST-1175	ISLA CAMPBELL	icampbell@yahoocom	161.107.6031	Canada	Montreal	not sure	2022-12-17	40	259.02	N	retail	crm_export_b.csv	VIP prospect	
CUST-1176	John Taylor	JOHN.TAYLOR@EXAMPLE.ORG	09083 342801	Gb	Liverpool	02-Apr-2024	2024-09-27	43	1377.33	Y	enterprise	legacy_contacts.csv	 follow up in Q2 	
CUST-1177	CHRIS BROWN		9473864631	America	Dallas	2021-10-06	Jun 16, 2022		$5,994.64	1	Retail	crm_export_b.csv		
CUST-1178	david walker	david_walker@example.org	449678427114	UK	Sheffield	2021-09-09	2022-01-06	48	6168.33	Y	ENT	march_upload.csv	left voicemail	
CUST-1179	Peter Campbell	peter.campbell@example.org	1675677002	CAN	Calgary	18/02/2022	18-Jul-2022		4239.67	Active	Small business	legacy_contacts.csv	wants weekend calls	
CUST-1180	  Sarah Campbell 	 sarah.campbell@gmail.com 	445590561655	Gb	 Liverpool 	2023-10-11	2024-08-08		$5,249.73	yes	Priority	crm_export_a.csv	requested invoice	
CUST 1109	Grace Johnson	gjohnson@example.org	 (842)4508821 	US	 Boston 	04/17/2025	N/A	49	$3,251.29	N	retail	march_upload.csv	VIP prospect	
CUST-1108	David Hall	DAVID_HALL@YAHOO.COM	+1-011-024-8193	canada 	VANCOUVER	2024-01-07	not sure	65	7470.24	No	smb	web_form.xlsx	 called twice 	
CUST-1121	Noah Roberts	NROBERTS@OUTLOOK.COM	+44 1875 003691	U.K.	cardiff	20-Sep-2021	10/17/2021	54	6,797	Active	smb	march_upload.csv	wants weekend calls	
CUST 1082	Sarah Smith	sarah.smith@gmail.com	 +61323651994 	AUS	Perth	2024-02-13	03/02/2025	56		yes	Corp	legacy_contacts.csv	VIP prospect	
CUST-1083	James Hall	JAMESHALL83@YAHOO.COM	08701 462638	United Kingdom	Leeds	01/19/2022	08-Jun-2022	38	3799.41	TRUE	Small Business	march_upload.csv	left voicemail	
CUST-1126	John Baker		03894 484631	United Kingdom	sheffield	Dec 12, 2025				yes	Enterprise	crm_export_a.csv	missing postcode possible dup	
CUST 1053	Noah Thomas	noah_thomas@example.org	 (773)4540193 	usa	New York	2021-07-25	21-Feb-2022	42	6101.78	TRUE	Enterprise	web_form.xlsx	prefers email	
CUST-1171	Robert Taylor	ROBERT_TAYLOR@COMPANY.CO.UK	+61 5 0455 4781	AUS	perth	03-Feb-2022	12-Oct-2022	41	N/A	Y	 RETAIL 	web_form.xlsx	requested invoice	
CUST-1077	Sophia Green		01463-031617	Gb	EDINBURGH	2024-01-07	2024-11-17	30	2369.31	Active	smb	web_form.xlsx	follow up in Q2 possible dup	
CUST 1052	Laura Roberts		 +19866524041 	usa	seattle	Sep 02, 2022	Oct 01, 2023		5996.08	yes	Small Business	legacy_contacts.csv		
CUST-1020	Anna Baker	ANNA_BAKER@OUTLOOK.COM	909.133.4123	CA	ottawa	05/05/2024	06/13/2025	60	1929.96	TRUE	Small Business	march_upload.csv	  	
CUST-1068	Ava King	AVA_KING@OUTLOOK.COM	6112545738	United States	 Seattle 	not sure	 2024-01-09 	46	N/A	Y	Small Business	crm_export_a.csv	VIP PROSPECT	
CUST-1147	SARAH BROWN		448452182307	UK	London	May 12, 2025	08/23/2025		3780.42	Active	smb	legacy_contacts.csv	wants weekend calls possible dup	
CUST-1160	Chloe King		 00613878293 	United Kingdom	Sheffield	not sure	 19/06/2022 	55	5474.31	Yes	premium	crm_export_a.csv	 possible dup	
CUST 1149	peter hall	peter_hall@example.org	 01717477332 	Gb	 Cardiff 	04/28/2024	31/02/2024	65	5949.12	Y	 RETAIL 	crm_export_a.csv	follow up in Q2	
CUST 1070	Grace  Johnson	grace_johnson@yahoo.com	 +61296627828 	AUS	Adelaide	06/23/2021	02-Jun-2022	29	2672.38	yes	consumer	crm_export_a.csv	requested invoice	
CUST 1136	Mary Thomas	mary.thomas@yahoo.com	 01477053833 	Gb	Bristol	2021-11-16	31/02/2024		7,251	Active	 RETAIL 	legacy_contacts.csv	left voicemail	
CUST 1089	OLIVIA DAVIES	oliviadavies86@gmail.com	 06938068687 	Gb	LIVERPOOL	Jun 20, 2023	Feb 13, 2024	37	$1,934.67	1	retail	crm_export_a.csv	called twice	
CUST-1078	Chloe Roberts		8507925241	Canada	TORONTO	2025-04-29		22	2857.57	Y	SMB	march_upload.csv	duplicate from legacy file possible dup	
CUST-1111	Michael Walker	MWALKER[AT]OUTLOOK.COM	110.809.9693	CA	Calgary	02/07/2023	01/01/2024	40	4146.95	Y	Small business	march_upload.csv	called twice	
														
